Class Title,Attribute/Class/Definition/Priority Complete,Description Abbreviation ,Class Matches Library,Attribute Name,Order for Description,"Type (List,MultilineString,Date,Boolean,Integer,Real)","Dimensions (Unit)
AKA Measurement Type",Preferred Unit,"Is Multivalue (True,False)",Description,Default Value,Authorized Values (comma delimited),Authorized Abbreviation (comma delimited),Minimum (inclusive),Maximum (inclusive),"Required (True,False)"
Hose Assembly,2,HOSEASSY,FALSE,Length,,Real,Length,Inch,FALSE,"In Increments of .5""",,,,,,
Hose Assembly,2,HOSEASSY,FALSE,Vermeer Generic Hose Spec,,List,,,FALSE,,,"3000, 4000, 5000, 6000, Hydraulic Return, Hydraulic Suction","3000, 4000, 5000, 6000, HYDRRTN, HYDRSUCT",,,
Hose Carrier,3,HOSECARR,TRUE,Max Hose Dia. ,,Real,Diameter,Inch,FALSE,,,,,,,
Hose Reel ,3,HOSEREEL,FALSE,For Use With,,List,,,FALSE,,,"Air, Hydraulic Fluid, Water","AIR, HYDROIL, H2O",,,TRUE
Hose Reel ,3,HOSEREEL,FALSE,Hose ID,1,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Hose Reel ,3,HOSEREEL,FALSE,Hose Included,,List,,,FALSE,,,"HOSE, NOHOSE","HOSE, NOHOSE",,,TRUE
Hose Reel ,3,HOSEREEL,FALSE,Length,,Real,Length,Inch,FALSE,,,,,,,TRUE
Hose Reel ,3,HOSEREEL,FALSE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Hose Reel ,3,HOSEREEL,FALSE,Thread Type,,List,,,FALSE,,,"NPT, BSPT, UNF","NPT, BSPT, UNF",,,FALSE
Hose Reel ,3,HOSEREEL,FALSE,Winding Method,2,List,,,FALSE,,,"Automatic, Manual","AUTP, MNL",,,TRUE
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Fluid Type,,List,,,FALSE,,,"Filtered Air, Atm Air, CAC, Coolant, Water",,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Inner Diameter,,Real,Diameter,Inch,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Internal Spring Req.,,Boolean,,,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Material Code,,Free Text?,,,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Maximum Burst Rating,,Real,Pressure,PSI,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Maximum Temperature Rating,,Real,Temperature,Fahrenheit,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Minimum Vacuum Rating,,Real,Vacuum,PSI,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Textile Reinforcement,,Boolean,,,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Tolerance Code,,Free Text?,,,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Wall Thickness,,Real,Only If Varying From Tolerance,,FALSE,,,,,,,
"Hump Hose (Included in Fitting, Adapter)",,,FALSE,Wall Thickness Tolerance,,Real,Only If Varying From Tolerance,,FALSE,,,,,,,
Hydraulic Cylinder,2,HYDRCYL,TRUE,Hyd. Cyl. Port Size,,List,,,FALSE,,,"2, 4, 6, 8, 10, 12, 14, 16","2, 4, 6, 8, 10, 12, 14, 16",,,
Hydraulic Cylinder,2,HYDRCYL,TRUE,Hyd. Cyl. Bore Dia.,,Real,Length,Inch,FALSE,,0,,,,,TRUE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Hyd. Cyl. CB,2,Boolean,,,FALSE,Counterbalance,No,"CB, No CB","CB, NOCB",,,FALSE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Hyd. Cyl. Cushion,,Boolean,,,FALSE,,No,"Cushion, No-Cushion","CUSH, NOCUSH",,,FALSE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Ext Length,,Real,Length,Inch,FALSE,,0,,,,,TRUE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Retract Length,,Real,Length,Inch,FALSE,,0,,,,,TRUE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Hyd. Cyl. Rod OD,,Real,Length,Inch,FALSE,,0,,,,,TRUE
Hydraulic Cylinder,2,HYDRCYL,TRUE,Stroke Length,1,Real,Length,Inch,FALSE,,0,,,,,TRUE
Hydraulic Motor,2,HYDRMTR,TRUE,Continuous Rated Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Control Type,,List,,,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Displacement,,Real,Volume,Cubic Inch,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Displacement Type,,List,,,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Fluid Type,,List,"If fluid type changes, did we miss anything?",,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Integrated Brake,,Boolean,,,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Integrated Flushing,,Boolean,,,,,,,,,,
Hydraulic Motor,2,HYDRMTR,TRUE,Motor Open VS Closed Loop,,Boolean,,,,,,,,,,
Hydraulic Oil,2,HYDROIL,TRUE,Base Hyd. Oil,2,List,,,FALSE,,,"Mineral, Part synthetic, Full synthetic","MNRL, PARTSYNTH, FULLSYNTH",,,TRUE
Hydraulic Oil,2,HYDROIL,TRUE,Hyd. Oil Biodegradable Rated,3,List,,,FALSE,,,"Biodegradable, Non-biodegradable","BD, NOBD",,,TRUE
Hydraulic Oil,2,HYDROIL,TRUE,Hyd. Oil Viscosity at 40°C,1,Real,Viscosity,Centipoise,FALSE,,,,,,,TRUE
Hydraulic Oil,2,HYDROIL,TRUE,Hyd. Oil Viscosity Index,,List,,,FALSE,,,"Low, Medium, High, Very High","LOW, MDM, HIGH, VERYHIGH",,,TRUE
Hydraulic Pump,2,HYDRPUMP,TRUE,Hyd. Pump Rotary Group,,List,,,FALSE,,,"Positive-Displacement, Non-Positive-Displacement","POSDISP, NOPOSDISP",,,
Hydraulic Pump,2,HYDRPUMP,TRUE,Hyd. Pump Loop State,,Boolean,,,FALSE,,,"Open, Closed","OPEN, CLOSE",,,
Hydraulic Pump,2,HYDRPUMP,TRUE,Hyd. Pump Control Type,,List,,,FALSE,,,,,,,
Hydraulic Pump,2,HYDRPUMP,TRUE,Hyd. Pump Displacement,,Real,Volume,gpm,FALSE,,,,,,,
Hydraulic Pump,2,HYDRPUMP,TRUE,Continuous Rated Pressure,,Real,Pressure,PSI,FALSE,,,,,,,
Inclinometer,3,"SNSR,INCLIN",TRUE,Inclin. Max Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Inclinometer,3,"SNSR,INCLIN",TRUE,Inclin. Min Voltage,,Real,Voltage,V,FALSE,,,,,,,
Jack,2,JACK,TRUE,Jack Type,,List,,,FALSE,,,"Trailer Tongue, Leveling","TRLR, LVL",,,
Jack,2,JACK,TRUE,Jack Load Capacity,2,Real,Weight,Pound,FALSE,,,,,,,TRUE
Jack,2,JACK,TRUE,Jack Mount Type,1,List,,,FALSE,,,"Weld-on, Bolt-on","WELD, BOLT,",,,TRUE
J-Bolt,3,JBOLT,TRUE,J-Bolt Material,,List,,,FALSE,,,"Steel, Stainless, Brass","STL, SST, BRS",,,
J-Bolt,3,JBOLT,TRUE,J-Bolt Thread Size,1,List,,,FALSE,,,"3/8""-16, 1/2""13, 5/8""-11, 3/4""-10, 1""-8","3_8""-16, 1_2""13, 5_8""-11, 3_4""-10, 1""-8",,,
Joystick,2,JSTICK,TRUE,Joystick Axes,1,List,,,FALSE,,,"Single, Dual, Multi","SGL, DUAL, MULT",,,TRUE
Joystick,2,JSTICK,TRUE,Joystick Grip Style,,,,,FALSE,,,"None, Knob, Handle","NONE, KNOB, HDL",,,
Joystick,2,JSTICK,TRUE,Joystick Type,2,List,,,FALSE,,,"Analog, Digital, CAN","ANLG, DGTL, CAN",,,TRUE
Joystick,2,JSTICK,TRUE,Joystick Max Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Joystick,2,JSTICK,TRUE,Joystick Min Voltage,,Real,Voltage,V,FALSE,,,,,,,
Joystick,2,JSTICK,TRUE,Joystick Operator Presence,,Boolean,,,FALSE,,,"PRESENCE, NO PRESENCE","PRES, NOPRES",,,
Keypad,2,KEYPAD,TRUE,Backlight,,Boolean,,,FALSE,,,"LIGHT, NO LIGHT","LT, NOLT",,,
Keypad,2,KEYPAD,TRUE,Column Count,2,Integer,,,FALSE,,,,,,,
Keypad,2,KEYPAD,TRUE,Function Count,,Integer,,,FALSE,,,,,,,TRUE
Keypad,2,KEYPAD,TRUE,Icons/Symbols,,Boolean,,,FALSE,,,"Custom, Standard","CUST, STD",,,TRUE
Keypad,2,KEYPAD,TRUE,Indicators,,,,,,,,"Indicator, No Indicator","IND, NOIND",,,
Keypad,2,KEYPAD,TRUE,Max Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Keypad,2,KEYPAD,TRUE,Min Voltage,,Real,Voltage,V,,,,,,,,
Keypad,2,KEYPAD,TRUE,Row Count,1,Integer,,,FALSE,,,,,,,
Latch,3,LCH,TRUE,Latch Finish,,List,,,FALSE,,,"Anodized, Brass Plated, Chrome Plated, Galvanized, Zinc Plated
","ANDZ, BRSPLD, CRPLD, GALVANIZE, ZNPLD",,,TRUE
Latch,3,LCH,TRUE,Latch Handle Style,,List,,,FALSE,,,"L, T, Paddle, Lever, Wing, Swing, Ring, Knob, Recessed","L, T, PADDLE, LVR, WING, SWG, RING, KNOB, REC",,,TRUE
Latch,3,LCH,TRUE,Latch Locking Type,,List,,,FALSE,,,"Locking, Nonlocking"," LKG, NOLKG",,,TRUE
Light ,2,LT,TRUE,Light Color,1,List,,,,,,"White, Red, Amber","WHT, RED, AMB",,,
Light ,2,LT,TRUE,Light Max Voltage,,Real,Voltage,V,,,,,,,,
Light ,2,LT,TRUE,Light Min Voltage,,Real,Voltage,V,,,,,,,,
Light ,2,LT,TRUE,Light Max Current,,Real,Electric Intensity,A,,,,,,,,
Light ,2,LT,TRUE,Light Min Current,,Real,Electric Intensity,A,,,,,,,,
Limit Switch,3,LIMSW,TRUE,Limit Switch Current,,Real,Electric Intensity,mA,,,,,,,,
Limit Switch,3,LIMSW,TRUE,Pole/Throw,2,List,,,,,,"SPST, SPDT, DPST, DPDT","SPST, SPDT, DPST, DPDT",,,
Limit Switch,3,LIMSW,TRUE,Limit Switch Type,1,List,,,,,,"Lever, Roller Lever, Plunger, Roller Plunger, Wobble, No Actuator","LVR, RLRLVR, PLGR, RLRPLGR, WOBBLE, NOACTR",,,
Limit Switch,3,LIMSW,TRUE,Limit Switch Voltage,,Real,Voltage,V,,,,,,,,
Load Sensor,3,"SNSR,LOAD",TRUE,Load Signal Range,,List,,,FALSE,,,".2500 MV/V, .5500 MV/V",".2500 MV_V, .5500 MV_V",,,TRUE
Load Sensor,3,"SNSR,LOAD",TRUE,Load Rating,1,List,Weight,Pound,TRUE,,,"2268, 4990, 6000, 10000","2268, 4990, 6000, 10000",,,TRUE
Load Sensor,3,"SNSR,LOAD",TRUE,Load Max Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Load Sensor,3,"SNSR,LOAD",TRUE,Load Min Voltage,,Real,Voltage,V,FALSE,,,,,,,TRUE
Magnet,3,MAG,TRUE,Magnet OD,,Real,Diameter,,,,,,,,,
Manifold Housing (Included in Valve Manifold),,,FALSE,Number of Ports,,,,,,,,,,,,
Manifold Housing (Included in Valve Manifold),,,FALSE,Port Sealing Type,,,,,,,,,,,,
Manifold Housing (Included in Valve Manifold),,,FALSE,Port Size,,,,,,,,,,,,
Manual Switch,3,"SW,MNL",TRUE,Manual Switch Backlight,,,,,,,,"BACKLIGHT, NO BACKLIGHT","BLT, NOBLT",,,
Manual Switch,3,"SW,MNL",TRUE,Manual Switch Current,,Real,Electric Intensity,mA,TRUE,,,,,,,TRUE
Manual Switch,3,"SW,MNL",TRUE,Manual Switch Indicator,,Boolean,,,,,,"Indicator, No Indicator","IND, NOIND",,,
Manual Switch,3,"SW,MNL",TRUE,Pole/Throw,2,List,,,FALSE,,,"SPST, SPDT, DPST, DPDT","SPST, SPDT, DPST, DPDT",,,TRUE
Manual Switch,3,"SW,MNL",TRUE,Manual Switch Type,1,List,,,FALSE,,,"Toggle, Rocker, Pushbutton, Key, Lever","TGL, RKR, PB, ",,,TRUE
Manual Switch,3,"SW,MNL",TRUE,Manual Switch Voltage,,Real,Voltage,V,TRUE,,,,,,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Fan Diameter,1,Real,Length,Inch,FALSE,,,,,,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Fan Mount Type,,List,,,FALSE,,,"Hub, Straight Shaft, Tapered Shaft, Spline","HUB, STRSFT, TPRSFT, SPLN",,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Fan No. of Blades,,Integer,,,FALSE,,,,,,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Fan Pitch,,Real,Angle,Degree,FALSE,,,,,,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Fan Reversible,,Boolean,,,FALSE,,,"Non-Reversible, Reversible","NORVSBL, RVSBL",,,TRUE
Mechanical Fan,2,MECHFAN,TRUE,Primary Fan Rotation Direction,2,Boolean,,,FALSE,,,"CW, CCW","CW, CCW",,,
Mechanical Gauge,2,MECHGA,TRUE,Gauge Thread Type,3,List,,,FALSE,,,"BSPP, Metric, NPT, UNC","BSPP, METRIC, NPT, UNC",,,
Mechanical Gauge,2,MECHGA,TRUE,Gauge Type,1,List,,,FALSE,,,"PRESSURE, Vacuum, TEMPERATURE","PRES, VAC, TEMP",,,
Mechanical Gauge,2,MECHGA,TRUE,Gauge Pipe Size,2,Real,Diameter,Inch,FALSE,,,,,,,
Misc. Seal,3,MISCSEAL,TRUE,Seal Type,1,List,,,FALSE,,,,,,,
Mount,2,MT,TRUE,Mount Type,1,List,,,FALSE,,,"Cable Tie, Antenna","CBLTIE, ANT",,,
Mud Pump,2,MUDPUMP,TRUE,Mud Pump Displacement,,Real,Volume,Cubic Inch,FALSE,,,,,,,FALSE
Mud Pump,2,MUDPUMP,TRUE,Flow Rate,,Real,Volumetric Flow,GPM,FALSE,,,,,,,TRUE
Mud Pump,2,MUDPUMP,TRUE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Muffler,2,MUF ,TRUE,Muffler Inlet OD,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Muffler,2,MUF ,TRUE,Muffler Max Flow,,Real,Volumetric Flow,,FALSE,,,,,,,TRUE
Muffler,2,MUF ,TRUE,Muffler Outlet OD,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Muffler,2,MUF ,TRUE,Spark Arrestor,,Boolean,,,FALSE,,FALSE,"Spark Arrestor, No Spark Arrestor","SPKARSR, NOSPKARSR",,,TRUE
Nozzle,3,NOZ,TRUE,Nozzle Inlet ID,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Nozzle,3,NOZ,TRUE,Nozzle Inlet Thread Type,1,List,,,FALSE,,,"NPT, UNF, BSPP","NPT, UNF, BSPP",,,TRUE
Nozzle,3,NOZ,TRUE,Nozzle Max Flow Rate,,Real,Volumetric Flow,GPM,FALSE,,,,,,,TRUE
Nozzle,3,NOZ,TRUE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,TRUE
Nozzle,3,NOZ,TRUE,Nozzle Orifice ID,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
Nozzle,3,NOZ,TRUE,Nozzle Type,2,List,,,FALSE,,,"15-degree, 30-degree, 60-degree, Rotary","15°, 30°, 60°, RTRY",,,TRUE
Nut,3,NUT,TRUE,Nut Type,1,List,,,FALSE,,,"Hex, Nylon Lock, Jam, Wing, Cap, Flange, Tee, Square, Prevailing Torque, K-Lock, Coupling, Slotted, Castle","HEX, NYLLK, JAM, WING, CAP, FLG, TEE, SQ, PREV, TRQ, K-LK, CPLG, SLTD, CAST",,,
Nut,3,NUT,TRUE,Bolt Coating,4,List,,,FALSE,,,"Brass Plated, Bronze Plated, Chrome Plated, Nickel Plated, Zinc, Hot Dip Galvanized, Electro Galvanized, Grey Phosphate, Ceramic, Blackoxidize, Magnicoat","BRSPLD, BRZPLD, CRPLD, NKLPLD, ZN, HDGALV, ELECGALV, GREYPHOS, CERAMIC, BLKOX, MAGNI",,,
Nut,3,NUT,TRUE,Bolt Grade / Class,2,List,,,FALSE,,,"Grade 2, Grade 5, Grade 8, Class 8.8, Class 10.9, Class 12.9","GD2, GD5, GD8, CL8.8, CL10.9, CL12.9",,,
Nut,3,NUT,TRUE,Nut Thread Size,3,Real,,,FALSE,,,"0-80, 1-64, 1-72, 2-56, 2-64, 3-48, 3-56, 4-40, 4-48, 5-40, 5-44, 6-32, 6-40, 8-32, 8-36, 10-24, 10-32, 12-24, 12-28, 1/4-20, 1/4-28, 5/16-18, 5/16-24, 3/8-16, 3/8-24,7/16-14, 7/16-20, 1/2-13, 1/2-20, 9/16-12, 9/16-18, 5/8-11, 5/8-18, 3/4-10, 3/4-16, 7/8-9, 7/8-14, 1-8, 1-12, M1.4-0.3, M2-0.4, M2.5-0.45, M3-0.5, M3.5-0.6, M4-0.7, M5-0.8, M6-1.0, M7-1.0, M8-1.25, M8-1.0, M10-1.5, M10-1.25, M10-1.0, M12-1.75, M12-1.5, M12-1.25, M14-2.0, M14-1.5, M16-2.0, M16-1.5, M18-2.5, M18-1.5,","0-80, 1-64, 1-72, 2-56, 2-64, 3-48, 3-56, 4-40, 4-48, 5-40, 5-44, 6-32, 6-40, 8-32, 8-36, 10-24, 10-32, 12-24, 12-28, 1_4-20, 1_4-28, 5_16-18, 5_16-24, 3_8-16, 3_8-24,7_16-14, 7_16-20, 1_2-13, 1_2-20, 9_16-12, 9_16-18, 5_8-11, 5_8-18, 3_4-10, 3_4-16, 7_8-9, 7_8-14, 1-8, 1-12, M1.4-0.3, M2-0.4, M2.5-0.45, M3-0.5, M3.5-0.6, M4-0.7, M5-0.8, M6-1.0, M7-1.0, M8-1.25, M8-1.0, M10-1.5, M10-1.25, M10-1.0, M12-1.75, M12-1.5, M12-1.25, M14-2.0, M14-1.5, M16-2.0, M16-1.5, M18-2.5, M18-1.5,",,,
O-Ring,3,ORING,TRUE,O-Ring XS Dia.,,Real,Diameter,Inch,FALSE,,,,,,,
O-Ring,3,ORING,TRUE,O-Ring Material,,List,,,FALSE,,,"PTFE, Neoprene, EPDM, Fluorocarbon","PTFE, NPRN, EPDM, FLRC",,,
O-Ring,3,ORING,TRUE,O-Ring OD,,Real,Diameter,Inch,FALSE,,,,,,,
Overhung Load Adaptor,2,OHLOADADPTR,FALSE,OHLA Mnt Type,,List,,,FALSE,,,"Non-SAE, SAE A, SAE B, SAE C, SAE D, SAE E, SAE F, Custom","NOSAE, SAEA, SAEB, SAEC, SAED, SAEE, SAEF, CUS",,,
Overhung Load Adaptor,2,OHLOADADPTR,FALSE,OHLA Shaft Dia.,,Real,Diameter,Inch,FALSE,,,,,,,
Personal Protective Equipment,2,PPE,FALSE,PPE Type,1,List,,,TRUE,,,"Shop Clothing, Disposable Clothing, Welding Clothing, High-Visibility Clothing, Cut-Protection Clothing, Gloves, Sleeves, Safety Glasses, Eye Shields, Face Shield, Mask, Respirator, Footwear, Earplugs, Knee Pads, Elbow Pads, Hard Hat, Harness","SHOPCLOTH, DISPCLOTH, WELDCLOTH, HIVISCLOTH, CUTPROTNCLOTH, GLOVES, SLV, SAFGLS, EYESHLD, FACESHLD, MASK, RSPTR, FTWR, EARPLG, KNEEPAD, ELBPAD, HDHAT, SAFHARN",,,TRUE
Pin,3,PIN,TRUE,Pin OD,,Real,,,FALSE,,,,,,,
Pin,3,PIN,TRUE,Pin Finish,,List,,,FALSE,,,"BLACKOXIDE, BRASS PLATED, CADMIUM, CHROME PLATED, COPPER PLATED, GALVANIZED, NICKEL PLATED, POWDER COATED, ZINC PLATED, ","BLKOX, BRSPLD, SCDP, CUPLD, GALV, NKLPLD, PDRCTG, ZINCPLD",,,
Pin,3,PIN,TRUE,Length,,Real,Length,Inch,FALSE,,,,,,,
Pin,3,PIN,TRUE,Pin Type,1,List,,,FALSE,,,"Cotter, Hair, Dowel, Clevis, Spring, Bent-Pull, coiled spring, Cylinder, Hitch, Linch, Lock, Quick Release","COTTER, HAIR, DOWEL, CLEVIS, SPR, BTPL, COILSPR, CYL, HITCH, LINCH, LOCK, QREL",,,
Pin,3,PIN,TRUE,Pin Material,,List,,,FALSE,,,"Steel, Copper, Brass, Wood, Plastic","STL, CU, BRS, WOOD, PLSTC",,,
Pin,3,PIN,TRUE,Useable Length,,Real,Length,Inch,FALSE,,,,,,,
Planetary Drive,2,PLNTYDR,FALSE,Max Output Torque,,Real,Torque,Foot-Pound,FALSE,,,,,,,
Planetary Drive,2,PLNTYDR,FALSE,Max Output Speed,,Real,Angular Velocity,RPM,FALSE,,,,,,,
"Plate, PIN ",2,"PLATE,PIN",FALSE,PIN Plate Type,,List,,,FALSE,,,"Off-Road, Attachment, Quad Track","OFFROAD, ATCH, QUADTRK",,,
"Plate, PIN ",2,"PLATE,PIN",FALSE,WMI/WMC,,List,,,FALSE,,,"1VR, 1MV, 2MV, 3MV, XM2, LVC, 7NW","1VR, 1MV, 2MV, 3MV, XM2, LVC, 7NW",,,
"Plate, PIN ",2,"PLATE,PIN",FALSE,Conformity Mark,,List,,,FALSE,,,"CE,CCC,EAC,GCC,UKCA,NONE","CE,CCC,EAC,GCC,UKCA,NONE",,,
"Plate, VIN",2,"PLATE,VIN",TRUE,WMI/WMC,,List,,,FALSE,,,"1VR, 1MV, 2MV, 3MV, XM2, LVC, 7NW","1VR, 1MV, 2MV, 3MV, XM2, LVC, 7NW",,,
"Plate, VIN",2,"PLATE,VIN",TRUE,Conformity Mark,,List,,,FALSE,,,"CE,CCC,EAC,GCC,UKCA,NONE","CE,CCC,EAC,GCC,UKCA,NONE",,,
"Plate, Miscellaneous",3,"PLATE,MISC",TRUE,Plate Type,,List,,,FALSE,,,"404 Pro, Engine Emission, European EBS, FOPS, Lely, Military Data, Model Conversasion, Pintle Ring, Rops, Rotary Power, Quad Track","404PRO, ENGEMSN, EUEBS, FOPS, LELY, MILDATA, MODCVRSN, PINTLERING, ROPS, RTRYPWR, QUADTRK",,,
Plow Blade,3,PLOWBLADE,FALSE,Toe,,List,,,FALSE,,,"LRG, MJ, SMALLREP, STD, NA, -","LRG, MJ, SMALLREP, STD, NA, -",,,
Plow Blade,3,PLOWBLADE,FALSE,Marker Tube ID,,Real,Diameter,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Marker Tube Height,,Real,Height,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Ear Type,,List,,,FALSE,,,"Single, Double, Bolt, NA","SGL, DBL, BOLT, NA",,,
Plow Blade,3,PLOWBLADE,FALSE,Bullet Size,,Real,,,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Bullet Type,,List,,,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Blade Mount,,List,,,FALSE,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 7A, 3A. NA",,,,
Plow Blade,3,PLOWBLADE,FALSE,Blade Type,,List,,,FALSE,,,"Chute, Pull, Combo",,,,
Plow Blade,3,PLOWBLADE,FALSE,Plow Blade Gate Radius,,Real,Radius,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Chute Width,,Real,Length,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Chute Front to Back,,Real,Length,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Chute Pivot,,List,,,FALSE,,,"Double, Rigid, Single, -","DBL, RGD, SGL, -",,,
Plow Blade,3,PLOWBLADE,FALSE,Plow Blade Depth,,List,,,FALSE,,,"2-12, 24-27-30, 9-12-15, 12-15-18, 18-21-24, 6-9-12, 12, 2-12, 30-33-36, 36-42, 30-36, 36, 4-7-10, 15-18-21, 42, 40, 42-45-48, 14-17-20, 22-25-28, 42-48, 34-42, 36-44, 48, 32-40, 26, 40-48, 42, 31-39, 24-32, 15-21, 28-36, 36-39-42, 34-40, 24, 17-20-23, 32-35-38, 38-46, 52-60, 20-23-26, 43-51, 36, 48, 18, 33-36-39, 16-24, 20-28, 21-24-27, 50, 10, 27-30-33, 42-50, 19-22-25, 18-24, 30-38, 10-13-16, 30, 35-49, 33, 29-32-35, 46, 32, 5-8-11, 34-48, 12-18, 38-44, 31-34-37, 26-34, 40-44-48, 28-31-34, 7-10-13, 16, 15, 40, 44, 30, 18, 20-36-36, 9, 24, 26-29-32, 49, 14-1720, 16-19-22, 40-46, 44, 21, 24-30, 54-62,  -, 23-26-29, 26-32, 6, 8-11-14, 41, 25-33, -, 14-22, 34, 13-16-19, 9, 26, 46, 39-42-45, 48-56, 22-30, 60, 35-43, 18-26, 54-60, 48-54, 34-37-40, 44-52, 25-28-31, 38-42-46, 20, 38-41-44, 17-25, 23-31, 29-37, 21-29, 32-38, 33.5-25.5, 32-36-40, 33-37-41, 46-52, 58-66, ","2-12, 24-27-30, 9-12-15, 12-15-18, 18-21-24, 6-9-12, 12, 2-12, 30-33-36, 36-42, 30-36, 36, 4-7-10, 15-18-21, 42, 40, 42-45-48, 14-17-20, 22-25-28, 42-48, 34-42, 36-44, 48, 32-40, 26, 40-48, 42, 31-39, 24-32, 15-21, 28-36, 36-39-42, 34-40, 24, 17-20-23, 32-35-38, 38-46, 52-60, 20-23-26, 43-51, 36, 48, 18, 33-36-39, 16-24, 20-28, 21-24-27, 50, 10, 27-30-33, 42-50, 19-22-25, 18-24, 30-38, 10-13-16, 30, 35-49, 33, 29-32-35, 46, 32, 5-8-11, 34-48, 12-18, 38-44, 31-34-37, 26-34, 40-44-48, 28-31-34, 7-10-13, 16, 15, 40, 44, 30, 18, 20-36-36, 9, 24, 26-29-32, 49, 14-1720, 16-19-22, 40-46, 44, 21, 24-30, 54-62,  -, 23-26-29, 26-32, 6, 8-11-14, 41, 25-33, -, 14-22, 34, 13-16-19, 9, 26, 46, 39-42-45, 48-56, 22-30, 60, 35-43, 18-26, 54-60, 48-54, 34-37-40, 44-52, 25-28-31, 38-42-46, 20, 38-41-44, 17-25, 23-31, 29-37, 21-29, 32-38, 33.5-25.5, 32-36-40, 33-37-41, 46-52, 58-66, ",,,
Plow Blade,3,PLOWBLADE,FALSE,Plow Blade Thickness,,Real,Thickness,Inch,FALSE,,,,,,,
Plow Blade,3,PLOWBLADE,FALSE,Plow Blade Lead Edge,,List,,,FALSE,,,"STANDARD, SHARPENED, SERRATED, STANDARD/SERRATED, CARBIDE,  -","STD, SHARPENED, SERRATED, STD_SERRATED, CARBIDE, -",,,
Pneumatic Cylinder,3,PNEUCYL,TRUE,Pneum. Cyl. Bore Dia.,,Real,,,FALSE,,,,,,,
Pneumatic Cylinder,3,PNEUCYL,TRUE,Pneum. Cyl. Rod OD,,Real,,,FALSE,,,,,,,
Pneumatic Cylinder,3,PNEUCYL,TRUE,Ext Length,1,Real,Length,Inch,FALSE,,,,,,,
Pneumatic Cylinder,3,PNEUCYL,TRUE,Retract Length,,Real,Length,Inch,FALSE,,,,,,,
Pneumatic Cylinder,3,PNEUCYL,TRUE,Pneum. Cyl. Actuation,,List,,,FALSE,,,"Single Acting, Double Acting","SGL, DBL",,,
"Power Distribution, Breaker",3,PCB,FALSE,Current(Amp),2,Real,Current,Amps,FALSE,,,,,,,TRUE
